13.331,-45.889,0.1
23.65,-33.771,0.1
18.844,16.106,0.1
25.98,-18.979,0.1
12.076,17.542,0.1
12.717,49.532,0.1
15.753,4.5772,0.1
-0.2686,44.978,0.1
-11.008,12.586,0.1
3.533,52.292,0.1
-8.6677,29.9,0.1
7.7108,54.875,0.1
6.8215,-13.123,0.1
13.234,-32.187,0.1
15.584,40.329,0.1
20.316,23.873,0.1
9.3129,46.864,0.1
24.418,41.791,0.1
14.205,-26.804,0.1
4.9716,-29.578,0.1
8.703,21.392,0.1
2.5615,23.169,0.1
9.0007,31.81,0.1
6.8581,65.37,0.1
6.0669,58.582,0.1
11.437,-19.384,0.1
17.813,-2.4208,0.1
-7.4608,-14.509,0.1
11.187,80.552,0.1
-15.126,13.258,0.1
-11.436,85.207,0.1
-9.8464,39.879,0.1
0.98073,67.479,0.1
6.1517,44.174,0.1
10.852,63.901,0.1
7.4975,77.194,0.1
19.472,37.439,0.1
20.475,72.938,0.1
3.9045,37.75,0.1
2.1991,84.223,0.1
25.07,94.71,0.1
-2.0828,107.57,0.1
13.782,69.627,0.1
5.8554,69.707,0.1
-9.8639,34.129,0.1
3.6206,90.443,0.1
-0.42936,109.98,0.1
5.676,58.744,0.1
-9.603,86.13,0.1
-22.036,70.668,0.1
-15.195,68.91,0.1
-8.7419,58.128,0.1
-1.3292,86.796,0.1
-3.7434,60.07,0.1
-14.832,108.83,0.1
-7.1415,98.026,0.1
12.264,105.59,0.1
5.2946,156.08,0.1
-4.5326,156.95,0.1
8.5721,141.21,0.1
15.439,129.45,0.1
-2.6241,90.847,0.1
16.191,98.676,0.1
6.3296,185.19,0.1
-15.881,113.08,0.1
-7.6877,123.32,0.1
2.5105,147.61,0.1
-10.204,198.21,0.1
-2.7987,123.49,0.1
-11.04,124.75,0.1
-25.587,156.55,0.1
-17.987,153.14,0.1
-20.99,166.71,0.1
-14.715,165.32,0.1
-0.11042,165.89,0.1
0.45317,156.02,0.1
-12.454,196.26,0.1
-7.7327,219.19,0.1
0.17493,165.02,0.1
-8.5547,214.49,0.1
-12.881,139.99,0.1
11.976,157.26,0.1
-6.0743,159.33,0.1
-12.551,219.16,0.1
5.7997,213.48,0.1
0.98007,187.92,0.1
-20.999,233.67,0.1
-29.83,229.54,0.1
-13.895,206.71,0.1
-14.095,151.89,0.1
-23.98,193.41,0.1
-12.997,221.81,0.1
-32.224,227.12,0.1
-8.5605,230.96,0.1
-3.4943,182.93,0.1
-4.9982,217.93,0.1
-17.808,151.63,0.1
-5.7037,146.78,0.1
13.068,209.31,0.1
-13.023,229.25,0.1
-5.1456,145.11,0.1
